0.0000000000 NIRPS
0.9913880853 NIRPS
2.9734942620 NIRPS
6.0031126308 NIRPS
6.9788081779 NIRPS
41.0174782694 NIRPS
42.0209368557 NIRPS
43.0292408235 NIRPS
45.0213191387 NIRPS
47.9374086325 NIRPS
49.0285476298 NIRPS
50.0240543176 NIRPS
51.0075825603 NIRPS
71.9637556203 NIRPS
72.7469006929 NIRPS
73.9801381059 NIRPS
74.8752729326 NIRPS
75.8929271020 NIRPS
76.9756561933 NIRPS
77.9898678128 NIRPS
79.0226589808 NIRPS
79.9660345463 NIRPS
80.9830924373 NIRPS
81.8982169929 NIRPS
82.7837341915 NIRPS
83.8918728704 NIRPS
84.9800167404 NIRPS
85.8886251555 NIRPS
86.8290473272 NIRPS
87.9496415158 NIRPS
98.7625684730 NIRPS
99.6968918453 NIRPS
100.9242699948 NIRPS
101.7166041667 NIRPS
102.7191128250 NIRPS
103.7535675059 NIRPS
104.8132938310 NIRPS
105.8443794677 NIRPS
107.9490720863 NIRPS
108.8853877362 NIRPS
131.7684938454 NIRPS
132.8506696919 NIRPS
135.9105810969 NIRPS
136.9119869797 NIRPS
138.8440039347 NIRPS
139.9111651004 NIRPS
185.7240931800 NIRPS
188.6909994967 NIRPS
189.6835438020 NIRPS
190.7183407648 NIRPS
191.7503588829 NIRPS
193.7090229396 NIRPS
194.6822117913 NIRPS
195.7450526766 NIRPS
196.6558084384 NIRPS
202.7008044883 NIRPS
203.6714225874 NIRPS
204.6691930708 NIRPS
205.6659288673 NIRPS
215.6261108927 NIRPS
217.6707506738 NIRPS
218.6130237284 NIRPS
219.6375583629 NIRPS
220.6350421164 NIRPS
221.6413762393 NIRPS
222.6299664762 NIRPS
223.6286888362 NIRPS
