# Parameter Name     	 	 Median       	 	 Upper 68 CI  	 	 Lower 68 CI 
mu_NIRPS           	 	 0.1199231274 	 	 0.8905874632 	 	 0.8979061307
sigma_w_NIRPS      	 	 1.2379374509 	 	 0.1683524628 	 	 0.1428656098
P_p1               	 	 14.8060218232 	 	 0.1398552514 	 	 0.2174197855
K_p1               	 	 1.2048709524 	 	 0.3566586458 	 	 0.3631928935
t0_p1              	 	 202.3132797968 	 	 0.8113204729 	 	 0.7353665765
GP_Prot_NIRPS      	 	 76.4658074355 	 	 9.3501668824 	 	 8.9713392726
GP_sigma_NIRPS     	 	 2.2524366133 	 	 0.9510164083 	 	 0.5719717934
GP_alpha_NIRPS     	 	 0.0012775780 	 	 0.0008431020 	 	 0.0009368183
GP_Gamma_NIRPS     	 	 2.6623971822 	 	 3.8349948398 	 	 2.0443930721
