2460337.3742538169 -2.6047959474 0.8880222395 NIRPS
2460341.3732461510 -0.9683091970 0.7804126714 NIRPS
2460341.3756975164 -2.0229858717 0.7722861747 NIRPS
2460342.3448771965 -1.5465878865 0.7646677037 NIRPS
2460342.3473285618 -2.1364571758 0.7735637982 NIRPS
2460343.3663403732 -0.0330439618 0.7596891388 NIRPS
2460343.3687917446 -1.8909842945 0.7690789140 NIRPS
2460345.3681469811 0.9679140273 0.9874090130 NIRPS
2460347.3848403026 -2.0895665832 1.0267600773 NIRPS
2460347.3872916754 -2.3736375580 1.0301170966 NIRPS
2460351.3662425759 -0.4285004940 0.8381672956 NIRPS
2460351.3686939492 1.2857608080 0.8415701349 NIRPS
2460354.3491046675 -0.5823950595 0.8854453563 NIRPS
2460354.3515560422 -0.5967023779 0.8540382183 NIRPS
2460357.3872135999 1.0131943230 0.7861175895 NIRPS
2460357.3896649750 0.8235920671 0.7926946166 NIRPS
2460358.2899012831 0.4893591099 0.7975488994 NIRPS
2460358.2923526559 -0.1017138024 0.7901212197 NIRPS
2460363.2763753515 -1.9026722814 1.0530460587 NIRPS
2460363.2788267257 0.0558891144 1.0241277504 NIRPS
2460366.3609847417 -0.3429926299 0.9158330421 NIRPS
2460366.3634361173 1.0791009318 0.8957312815 NIRPS
2460367.3528362121 -1.6551969146 0.8643844278 NIRPS
2460367.3552875840 0.3747779377 0.8641491031 NIRPS
2460368.2748588021 0.2278576789 0.8112571933 NIRPS
2460368.2773101754 0.0018364398 0.8112165693 NIRPS
2460371.3322755271 -4.4465666214 0.8202875044 NIRPS
2460371.3347269013 -3.4013125633 0.8220019723 NIRPS
2460373.2569611045 -3.2805048079 0.8244566105 NIRPS
2460373.2594124731 -4.8353787507 0.8112084726 NIRPS
2460374.3603399354 -3.1394358965 0.8737103696 NIRPS
2460374.3627913021 -2.7533185876 0.8815857215 NIRPS
2460375.3633397557 -1.5986400067 0.7914291576 NIRPS
2460375.3657911238 -3.3777916242 0.7912288006 NIRPS
2460378.3570796265 -1.8874500885 0.8117501159 NIRPS
2460378.3595309909 -0.0343693348 0.8747023133 NIRPS
2460379.3686603312 -1.8423464154 0.7725396894 NIRPS
2460379.3711116952 -2.2876969258 0.7829821247 NIRPS
2460381.3548983606 -2.4625457861 0.7499458603 NIRPS
2460381.3573497222 -2.7595110893 0.7546618213 NIRPS
2460382.3387825019 -2.3379905600 0.7577105776 NIRPS
2460382.3412338612 -3.1897534576 0.7550467479 NIRPS
2460384.4014296522 -1.9978637229 0.8325704842 NIRPS
2460384.4038810050 -2.5723628621 0.8216894688 NIRPS
2460385.4052069173 -2.4464147097 0.7852516087 NIRPS
2460385.4076582710 -2.6567207659 0.7695156253 NIRPS
2460386.4080505832 -1.6741227945 0.8015126948 NIRPS
2460386.4105019351 -1.8598855536 0.8088986387 NIRPS
2460388.3970400868 -0.7760343161 0.7676351850 NIRPS
2460388.3994914400 -0.2597863497 0.7685246268 NIRPS
2460389.2758216658 0.7417274623 0.8392143020 NIRPS
2460389.2782730157 -1.6778369871 0.8453235387 NIRPS
2460392.3224549480 -2.2722250101 0.7818911666 NIRPS
2460392.3249062947 -0.0699187463 0.7815911255 NIRPS
2460393.3233580054 -1.6848188470 0.7735995763 NIRPS
2460393.3258093498 -3.0088083117 0.7702937053 NIRPS
2460394.3933162750 -2.6890446912 0.7974860736 NIRPS
2460394.3957676189 -3.4603357656 0.8072710889 NIRPS
2460396.3179978337 -0.1723800740 0.7879858407 NIRPS
2460396.3204491744 -1.7575534682 0.7836320133 NIRPS
2460398.1555648027 -1.2751356989 0.8923903616 NIRPS
2460398.1580161401 0.8014679074 0.9131945973 NIRPS
2460398.1604674766 -0.7030156940 0.8494352123 NIRPS
2460399.2431925843 1.6426454929 0.8769488533 NIRPS
2460399.2456439212 0.3861853668 0.8706493357 NIRPS
2460400.2856456912 0.7388733837 0.8423378639 NIRPS
2460400.2880970254 -0.1983550993 0.8498961036 NIRPS
2460403.3442402072 1.1829867733 0.8226877458 NIRPS
2460403.3466915339 0.5534669757 0.8223420229 NIRPS
2460405.3167171902 -0.4250390901 0.7543018641 NIRPS
2460405.3191685122 -2.1533452424 0.7540361748 NIRPS
2460406.2958672284 -0.2476795186 0.8307060964 NIRPS
2460406.2983185425 -1.5669634193 0.8449663156 NIRPS
2460408.4195776111 -2.2492054531 0.7927036169 NIRPS
2460408.4220289248 -3.1705806796 0.7878112065 NIRPS
2460410.2813830441 -1.1395529870 0.7622350125 NIRPS
2460410.2838343531 0.6809264393 0.7667661434 NIRPS
2460412.3077332019 -0.1887452867 0.7505082301 NIRPS
2460412.3101845072 1.3266519699 0.7591853878 NIRPS
2460419.1956696883 -1.7958279856 0.7977188775 NIRPS
2460419.1981209777 -1.4729302352 0.7985478989 NIRPS
2460421.3627316193 -0.0416048478 0.7641255473 NIRPS
2460421.3651829017 -0.0846153511 0.7830998167 NIRPS
2460337.3744534999 4.8503690187 0.8035747202 HARPS
2460341.3735056398 3.3552553460 0.6889388100 HARPS
2460342.3450646801 3.2618714936 0.6682964498 HARPS
2460343.3665348999 4.9526972445 0.5974604357 HARPS
