2460337.3742538169 NIRPS
2460341.3732461510 NIRPS
2460341.3756975164 NIRPS
2460342.3448771965 NIRPS
2460342.3473285618 NIRPS
2460343.3663403732 NIRPS
2460343.3687917446 NIRPS
2460345.3681469811 NIRPS
2460347.3848403026 NIRPS
2460347.3872916754 NIRPS
2460351.3662425759 NIRPS
2460351.3686939492 NIRPS
2460354.3491046675 NIRPS
2460354.3515560422 NIRPS
2460357.3872135999 NIRPS
2460357.3896649750 NIRPS
2460358.2899012831 NIRPS
2460358.2923526559 NIRPS
2460363.2763753515 NIRPS
2460363.2788267257 NIRPS
2460366.3609847417 NIRPS
2460366.3634361173 NIRPS
2460367.3528362121 NIRPS
2460367.3552875840 NIRPS
2460368.2748588021 NIRPS
2460368.2773101754 NIRPS
2460371.3322755271 NIRPS
2460371.3347269013 NIRPS
2460373.2569611045 NIRPS
2460373.2594124731 NIRPS
2460374.3603399354 NIRPS
2460374.3627913021 NIRPS
2460375.3633397557 NIRPS
2460375.3657911238 NIRPS
2460378.3570796265 NIRPS
2460378.3595309909 NIRPS
2460379.3686603312 NIRPS
2460379.3711116952 NIRPS
2460381.3548983606 NIRPS
2460381.3573497222 NIRPS
2460382.3387825019 NIRPS
2460382.3412338612 NIRPS
2460384.4014296522 NIRPS
2460384.4038810050 NIRPS
2460385.4052069173 NIRPS
2460385.4076582710 NIRPS
2460386.4080505832 NIRPS
2460386.4105019351 NIRPS
2460388.3970400868 NIRPS
2460388.3994914400 NIRPS
2460389.2758216658 NIRPS
2460389.2782730157 NIRPS
2460392.3224549480 NIRPS
2460392.3249062947 NIRPS
2460393.3233580054 NIRPS
2460393.3258093498 NIRPS
2460394.3933162750 NIRPS
2460394.3957676189 NIRPS
2460396.3179978337 NIRPS
2460396.3204491744 NIRPS
2460398.1555648027 NIRPS
2460398.1580161401 NIRPS
2460398.1604674766 NIRPS
2460399.2431925843 NIRPS
2460399.2456439212 NIRPS
2460400.2856456912 NIRPS
2460400.2880970254 NIRPS
2460403.3442402072 NIRPS
2460403.3466915339 NIRPS
2460405.3167171902 NIRPS
2460405.3191685122 NIRPS
2460406.2958672284 NIRPS
2460406.2983185425 NIRPS
2460408.4195776111 NIRPS
2460408.4220289248 NIRPS
2460410.2813830441 NIRPS
2460410.2838343531 NIRPS
2460412.3077332019 NIRPS
2460412.3101845072 NIRPS
2460419.1956696883 NIRPS
2460419.1981209777 NIRPS
2460421.3627316193 NIRPS
2460421.3651829017 NIRPS
2460337.3744534999 HARPS
2460341.3735056398 HARPS
2460342.3450646801 HARPS
2460343.3665348999 HARPS
2460345.3660475202 HARPS
2460347.3851229600 HARPS
2460351.3663632199 HARPS
2460354.3493061601 HARPS
2460357.3872655798 HARPS
2460358.2906286302 HARPS
2460367.3530790298 HARPS
2460371.3325486099 HARPS
2460373.2572890902 HARPS
2460374.3604093902 HARPS
2460375.3635919001 HARPS
2460378.3573376602 HARPS
2460379.3689452000 HARPS
2460381.3551194798 HARPS
2460382.3390965499 HARPS
2460384.4016850400 HARPS
2460385.4056503200 HARPS
2460386.4082260700 HARPS
2460388.3972984701 HARPS
2460389.2760800798 HARPS
2460392.3226435301 HARPS
2460393.3235598500 HARPS
2460394.3934378698 HARPS
2460396.3182023400 HARPS
2460399.2473602002 HARPS
2460400.2858198402 HARPS
2460403.3444661298 HARPS
2460405.3169626398 HARPS
2460406.2960160002 HARPS
2460408.4198456402 HARPS
2460412.3080323101 HARPS
2460419.1959724501 HARPS
2460421.3628902100 HARPS
