53.6053589801 HARPS
53.6273015998 HARPS
54.6180404099 HARPS
54.6397746899 HARPS
55.6276541501 HARPS
55.6487634699 HARPS
56.6009507598 HARPS
56.6228933302 HARPS
57.6187104098 HARPS
57.6406645300 HARPS
64.6124877902 HARPS
64.6347195599 HARPS
65.6189238299 HARPS
65.6405422199 HARPS
66.6271184501 HARPS
67.6103496002 HARPS
67.6311231498 HARPS
70.6229397799 HARPS
70.6439216100 HARPS
71.5569031402 HARPS
71.5788918100 HARPS
72.5876742098 HARPS
72.6090726601 HARPS
73.6435583401 HARPS
74.6141377501 HARPS
89.5361038898 HARPS
90.5376406200 HARPS
101.5379122598 HARPS
104.5596199702 HARPS
104.5791436899 HARPS
107.5515559800 HARPS
107.5721213198 HARPS
110.5579763302 HARPS
234.9085787502 HARPS
236.9140089802 HARPS
267.8539224500 HARPS
267.8760772799 HARPS
270.8693516902 HARPS
276.8663712600 HARPS
276.8883177000 HARPS
277.9185731802 HARPS
286.8610442802 HARPS
286.8821572098 HARPS
305.9109779401 HARPS
305.9322989201 HARPS
307.8972640401 HARPS
307.9185849698 HARPS
308.8726555002 HARPS
308.8946014498 HARPS
312.7664096300 HARPS
312.8837551302 HARPS
313.7582089398 HARPS
313.8929049401 HARPS
314.8132749400 HARPS
314.9081419199 HARPS
315.7799893599 HARPS
315.8797176401 HARPS
323.8774554599 HARPS
323.8987759799 HARPS
325.8718363699 HARPS
325.8929600702 HARPS
330.7601220598 HARPS
330.7834332101 HARPS
331.8549233600 HARPS
331.8774821302 HARPS
332.7257675999 HARPS
332.7477244702 HARPS
341.7328248499 HARPS
342.7037048698 HARPS
342.7253141701 HARPS
343.7478952301 HARPS
343.7690878301 HARPS
344.7322910302 HARPS
344.7541201799 HARPS
351.7690506699 HARPS
351.7912152298 HARPS
352.6579587799 HARPS
352.6796950600 HARPS
355.6853480302 HARPS
355.7070842101 HARPS
357.6983601502 HARPS
357.7213462498 HARPS
358.6685212199 HARPS
358.6906739599 HARPS
359.6976389098 HARPS
359.7197916098 HARPS
360.6218595700 HARPS
360.6442321399 HARPS
361.7111009099 HARPS
361.7332651098 HARPS
362.6225640201 HARPS
362.6445198599 HARPS
381.6468072901 HARPS
381.6683342499 HARPS
382.7561043701 HARPS
382.7800848898 HARPS
386.5887882402 HARPS
386.6111599002 HARPS
387.7353324001 HARPS
388.7318125302 HARPS
388.7535475800 HARPS
389.7390777301 HARPS
389.7608127501 HARPS
399.5399690801 HARPS
401.5580452802 HARPS
401.6692995601 HARPS
428.5981343999 HARPS
429.5738678901 HARPS
429.5952664101 HARPS
433.5698671001 HARPS
433.5906522102 HARPS
434.5666379798 HARPS
434.5878397101 HARPS
435.5595893799 HARPS
435.5807795301 HARPS
451.5500117000 HARPS
451.5730187600 HARPS
452.5490017999 HARPS
452.5716848201 HARPS
453.5535702002 HARPS
453.5760796298 HARPS
455.5510419798 HARPS
455.5779375699 HARPS
635.8581192102 HARPS
635.8802740402 HARPS
637.8522148700 HARPS
637.8747979701 HARPS
652.8814757499 HARPS
652.9042323399 HARPS
655.8672625101 HARPS
655.8903547302 HARPS
661.9338487298 HARPS
664.8560345802 HARPS
664.8757004598 HARPS
668.7932537701 HARPS
668.8954835301 HARPS
674.7659805599 HARPS
679.8669259902 HARPS
679.8894968401 HARPS
680.8559221402 HARPS
680.8782730401 HARPS
681.8619320500 HARPS
681.8844912699 HARPS
710.7430178402 HARPS
710.8718513302 HARPS
711.8777261600 HARPS
712.7754726899 HARPS
712.8809373300 HARPS
713.7664253102 HARPS
714.8112659501 HARPS
718.8189896299 HARPS
741.5727582402 HARPS
743.5880766101 HARPS
743.6796708000 HARPS
743.7491939501 HARPS
743.8096664599 HARPS
752.6607925198 HARPS
752.7911915099 HARPS
753.7238670602 HARPS
753.8090018402 HARPS
754.7513167602 HARPS
756.5750779998 HARPS
756.7589688399 HARPS
768.5442313501 HARPS
768.6772778998 HARPS
768.7523191101 HARPS
769.5516047901 HARPS
769.7213384700 HARPS
770.5616504601 HARPS
770.7094294601 HARPS
770.7485702401 HARPS
771.5980935502 HARPS
771.7227490302 HARPS
773.6726426599 HARPS
773.7072581798 HARPS
773.7301384402 HARPS
774.6054440802 HARPS
774.7012586999 HARPS
774.7233519601 HARPS
775.5849887198 HARPS
775.7131156200 HARPS
776.5945532299 HARPS
776.6970801000 HARPS
777.5961659299 HARPS
777.6858811900 HARPS
777.7214918602 HARPS
778.5469714398 HARPS
778.6950963801 HARPS
778.7297348701 HARPS
779.5730710202 HARPS
779.6863722098 HARPS
779.7215545899 HARPS
781.5338626499 HARPS
781.6250589401 HARPS
781.7048788401 HARPS
791.5225719502 HARPS
792.6279364298 HARPS
792.6506311600 HARPS
807.6013363502 HARPS
807.6232786998 HARPS
807.6454293700 HARPS
808.6153483498 HARPS
808.6379156401 HARPS
809.5463010198 HARPS
809.5670050601 HARPS
809.5908106500 HARPS
810.5738531500 HARPS
811.6073652599 HARPS
815.5685944702 HARPS
815.5905368100 HARPS
816.5366730900 HARPS
817.5683799898 HARPS
818.5533437999 HARPS
823.5414467002 HARPS
823.5633890699 HARPS
823.5855281898 HARPS
824.5432273699 HARPS
827.5389774302 HARPS
827.5600750102 HARPS
829.5527495202 HARPS
829.5753168901 HARPS
833.5392732201 HARPS
1523.5634360998 HARPS
